date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:55:16	17895/17895	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:14%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=12	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail3ecc.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:16	289881/289881	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2008:21:40%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/34.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/34.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:16	17926/17926	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:16%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=11	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail775e.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:17	17393/17393	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:16%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=10	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail0b76.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:27	689017/689017	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:27:30%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/28.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/28.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:28	772999/772999	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:40:54%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/31.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/31.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:28	17699/17699	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:28%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=9	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail29ff.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:28	3235922/3235922	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jul%202023%2000:59:02%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//dutamo/tama.png	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/dutamo/tama.png	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:29	17695/17695	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:28%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=8	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail0d87.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:29	17923/17923	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:29%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=7	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail31c7.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:30	847373/847373	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:34:52%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/27.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/27.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:31	17946/17946	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:30%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=6	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail4e20.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:32	258872/258872	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:40:56%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/25.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/25.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:33	297406/297406	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:40:54%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/23.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/23.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:33	17700/17700	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:31%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=5	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetaild748.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:33	147909/147909	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:40:56%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/17.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/17.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:34	17984/17984	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:33%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=4	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail34b1.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:34	370347/370347	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:34:22%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/21.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/21.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:34	17947/17947	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:33%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=3	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail933d.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:36	17945/17945	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:34%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=2	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail96e3.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:36	197516/197516	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:40:54%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/12.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/12.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:36	235751/235751	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202023%2007:27:30%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/15.png	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/15.png	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:37	17973/17973	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:36%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=1	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail5969.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:37	18605/18605	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2006:15:14%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/03.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/03.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:37	17969/17969	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:36%20GMT	http://tama:1234@localhost:8091/gobong/board/boarddetail?no=0	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/board/boarddetail6a90.html	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:37	14465/14465	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2006:14:54%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/00.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/00.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:37	782/782	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Jul%202023%2000:55:37%20GMT	http://tama:1234@localhost:8091/css/main.css	C:/My%20Web%20Sites/gobong/localhost_8091/css/main.css	(from http://tama:1234@localhost:8091/gobong/user/join)
09:55:38	128203/128203	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:27:28%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/06.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/06.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:38	19877/19877	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jul%202023%2008:52:32%20GMT	http://tama:1234@localhost:8091/gobong/resources/img/logo2.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/img/logo2.jpg	(from http://tama:1234@localhost:8091/gobong/test/home)
09:55:38	781/781	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Jul%202023%2000:55:37%20GMT	http://tama:1234@localhost:8091/gobong/test/test?id=test1	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/test/test7047	(from http://tama:1234@localhost:8091/gobong/test/home)
09:55:38	742/742	---M--	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:37%20GMT	http://tama:1234@localhost:8091/gobong/test/validateTest	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/test/validateTest.html	(from http://tama:1234@localhost:8091/gobong/test/home)
09:55:38	454/454	---M--	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:38%20GMT	http://tama:1234@localhost:8091/gobong/test/serverDirectoryTest	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/test/serverDirectoryTest.html	(from http://tama:1234@localhost:8091/gobong/test/home)
09:55:38	533182/533182	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jul%202023%2007:40:56%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//whatsup/09.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/whatsup/09.jpg	(from http://tama:1234@localhost:8091/gobong/board/boardlist)
09:55:39	926/926	---M--	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:38%20GMT	http://tama:1234@localhost:8091/gobong/test/serverDirectoryTest2	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/test/serverDirectoryTest2.html	(from http://tama:1234@localhost:8091/gobong/test/home)
09:55:39	4207/4207	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2031%20Jul%202023%2000:55:38%20GMT	http://tama:1234@localhost:8091/gobong/test/sessionTest	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/test/sessionTest	(from http://tama:1234@localhost:8091/gobong/test/home)
09:55:39	13229/13229	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:38%20GMT	http://tama:1234@localhost:8091/gobong/test/fileReaderTest	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/test/fileReaderTest.html	(from http://tama:1234@localhost:8091/gobong/test/home)
09:55:40	15186/15186	---MC-	200	added ('OK')	text/html	date:Mon,%2031%20Jul%202023%2000:55:40%20GMT	http://tama:1234@localhost:8091/gobong/user/profile?id=test1	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/user/profile7047.html	(from http://tama:1234@localhost:8091/gobong/board/boarddetail?no=22)
09:55:41	1373/1373	---M--	200	added ('OK')	text/css	date:Fri,%2028%20Jul%202023%2007:59:04%20GMT	http://tama:1234@localhost:8091/gobong/resources/css/profile.css	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/css/profile.css	(from http://tama:1234@localhost:8091/gobong/user/profile?id=mori)
09:55:43	194596/194596	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202023%2008:18:36%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload/1690359516357_%ed%98%84%ec%9e%a5%ec%a0%91%ec%88%98.jpeg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/1690359516357_%ed%98%84%ec%9e%a5%ec%a0%91%ec%88%98.jpg	(from http://tama:1234@localhost:8091/gobong/board/boarddetail?no=22)
09:55:44	323498/323498	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202023%2000:53:32%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//dutamo/mori05.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/dutamo/mori05.jpg	(from http://tama:1234@localhost:8091/gobong/board/boarddetail?no=22)
09:55:45	605365/605365	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202023%2000:59:02%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//dutamo/mori03.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/dutamo/mori03.jpg	(from http://tama:1234@localhost:8091/gobong/board/boarddetail?no=22)
09:55:47	407373/407373	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202023%2000:53:24%20GMT	http://tama:1234@localhost:8091/gobong/resources/upload//dutamo/tama02.jpg	C:/My%20Web%20Sites/gobong/localhost_8091/gobong/resources/upload/dutamo/tama02.jpg	(from http://tama:1234@localhost:8091/gobong/board/boarddetail?no=21)
